"","no","peakTime","peak","baseline1","baseline2","baseline","amplitude","relAmp","percDiff","duration","irradGain","relIrrad","irradTot","baselineTime1","baselineTime2","symmetry","z","timeInterval"
"2706",2706,128893,538.88,836.5,889.09,862.795,323.92,323.915,0.3754,9,-3418.92560377358,-3418.92560377358,5209.04564150943,128886,128895,"symmetric","1288931",28
"2729",2729,131923,56.04,80.62,70.18,75.4,19.36,19.36,0.2568,9,-110.083394716981,-110.083394716981,643.893176037736,131919,131928,"symmetric","1319231",114
"2734",2734,132104,290.64,463.49,465.77,464.63,173.99,173.99,0.3745,9,-1036.02953207547,-1036.02953207547,3610.28584528302,132099,132108,"symmetric","1321041",20
"2756",2756,132874,146.21,210.19,197.81,204,57.79,57.79,0.2833,9,-257.388401886792,-257.388401886792,1782.61994716981,132870,132879,"symmetric","1328741",18
"2764",2764,133013,182.03,224.49,261.13,242.81,60.78,60.78,0.2503,9,-378.469647169811,-378.469647169811,2049.6609,133008,133017,"symmetric","1330131",23
"2797",2797,133917,268.52,381.14,391.43,386.285,117.76,117.765,0.3049,9,-833.961905660377,-833.961905660377,3028.85040566038,133914,133923,"symmetric","1339171",20
"2807",2807,134216,98.67,171.59,184.6,178.095,79.42,79.425,0.4459,9,-408.856056792453,-408.856056792453,1372.10045264151,134213,134222,"symmetric","1342161",27
"2808",2808,134229,87.15,222.33,128.35,175.34,88.19,88.19,0.503,9,-347.664216226415,-347.664216226415,1405.7785290566,134224,134233,"symmetric","1342291",13
"2814",2814,134361,172.72,282.81,230.47,256.64,83.92,83.92,0.327,9,-436.059967924528,-436.059967924528,2130.36568301887,134355,134364,"symmetric","1343611",31
"2816",2816,134385,200.99,242.06,218.36,230.21,29.22,29.22,0.1269,9,-232.465364150944,-232.465364150944,2069.66399433962,134383,134392,"symmetric","1343851",15
"2822",2822,134468,454.32,1006.37,517.66,1006.37,552.05,552.05,0.5486,9,-386.337396226416,-386.337396226416,7233.82225471698,134462,134471,"asymmetric","1344681",13
"2847",2847,135678,177.8,223.01,235.26,229.135,51.33,51.335,0.224,9,-199.267811320754,-199.267811320754,2092.03446226415,135673,135682,"symmetric","1356781",30
"2856",2856,135847,266.53,393.31,362.82,378.065,111.54,111.535,0.295,9,-841.928552830189,-841.928552830189,2938.72462641509,135843,135852,"symmetric","1358471",27
"2902",2902,137259,356.32,392.18,398.93,395.555,39.24,39.235,0.0992,9,-196.805937735849,-196.805937735849,3758.75960943396,137257,137266,"symmetric","1372591",75
"2911",2911,137420,555.44,989.81,727.6,858.705,303.26,303.265,0.3532,9,-1348.32457358491,-1348.32457358491,7238.76502075472,137414,137423,"symmetric","1374201",20
"2913",2913,137449,397.11,660.9,431.14,660.9,263.79,263.79,0.3991,9,-685.951369811321,-685.951369811321,4774.28062075472,137445,137454,"asymmetric","1374491",14
"2923",2923,137937,499.56,688.09,847.8,767.945,268.38,268.385,0.3495,9,-1374.08705660377,-1374.08705660377,6305.3865,137933,137942,"symmetric","1379371",80
"2941",2941,138788,487.74,677.09,559.36,618.225,130.49,130.485,0.2111,9,-338.564733962264,-338.564733962264,5843.6585490566,138783,138792,"symmetric","1387881",21
"2952",2952,139015,347.67,657.78,622.56,640.17,292.5,292.5,0.4569,9,-1905.00255849057,-1905.00255849057,4496.7388754717,139013,139022,"symmetric","1390151",52
"2958",2958,139423,374.53,544.71,438.97,491.84,117.31,117.31,0.2385,9,-319.883213207547,-319.883213207547,4598.48458867925,139417,139426,"symmetric","1394231",16
"2962",2962,139710,430.21,468.52,459.89,464.205,34,33.995,0.0732,9,32.8076660377355,32.8076660377355,4674.85390188679,139705,139714,"symmetric","1397101",99
"2993",2993,141201,256.3,401.05,479.15,440.1,183.8,183.8,0.4176,9,-1344.15991698113,-1344.15991698113,3056.84891320755,141196,141205,"symmetric","1412011",10
"2997",2997,141420,163.67,184.63,180.39,182.51,18.84,18.84,0.1032,9,-152.746233962264,-152.746233962264,1672.36079433962,141418,141427,"symmetric","1414201",75
"3040",3040,143244,200.67,247.89,310.35,279.12,78.45,78.45,0.2811,9,-532.066024528302,-532.066024528302,2259.10915471698,143239,143248,"symmetric","1432441",27
"3052",3052,143704,183.64,235.11,190.13,212.62,28.98,28.98,0.1363,9,-130.452198113208,-130.452198113208,1995.76333018868,143698,143707,"symmetric","1437041",18
"3058",3058,143871,74.99,123.95,126.71,125.33,50.34,50.34,0.4017,9,-286.518674716981,-286.518674716981,966.797381886792,143867,143876,"symmetric","1438711",34
"18",18,793,221.11,464.83,338.52,401.675,180.56,180.565,0.4495,8,-547.713203773585,-547.713203773585,3067.37930377358,788,796,"symmetric","7931",8
"21",21,852,169.66,187.09,246.38,216.735,47.08,47.075,0.2172,8,-242.719149056604,-242.719149056604,1707.91383396226,850,858,"symmetric","8521",52
"24",24,1129,390.88,419.5,464.24,441.87,50.99,50.99,0.1154,8,-328.929597169811,-328.929597169811,3647.8827,1124,1132,"symmetric","11291",55
"42",42,1530,1029.85,1250.64,1436.29,1343.465,313.62,313.615,0.2334,8,-1949.30736792453,-1949.30736792453,10141.8713490566,1526,1534,"symmetric","15301",15
"47",47,1643,746.57,1101.47,814.85,958.16,211.59,211.59,0.2208,8,-1493.67038773585,-1493.67038773585,7129.79463396226,1641,1649,"symmetric","16431",33
"78",78,2573,662.39,1123.16,698.74,1123.16,460.77,460.77,0.4102,8,-1407.76418207547,-1407.76418207547,6790.75573584906,2567,2575,"asymmetric","25731",30
"91",91,3273,504.96,682.66,647.85,665.255,160.3,160.295,0.241,8,-161.842364150943,-161.842364150943,5825.43585849057,3269,3277,"symmetric","32731",9
"94",94,3323,667.99,773.86,916.18,845.02,177.03,177.03,0.2095,8,746.214376415095,746.214376415095,8351.40944716981,3318,3326,"symmetric","33231",10
"121",121,4204,722.67,961.23,984.92,973.075,250.41,250.405,0.2573,8,-1395.93908207547,-1395.93908207547,7361.72842075472,4201,4209,"symmetric","42041",15
"134",134,4549,573.47,614.18,701.07,657.625,84.15,84.155,0.128,8,-439.890724528302,-439.890724528302,5478.71951886792,4546,4554,"symmetric","45491",16
"140",140,6205,346.88,375.58,419.3,397.44,50.56,50.56,0.1272,8,-240.93589245283,-240.93589245283,3336.03923773585,6202,6210,"symmetric","62051",315
"150",150,6371,542.1,617.22,592.21,604.715,62.62,62.615,0.1036,8,-465.248759433963,-465.248759433963,4977.20183773585,6369,6377,"symmetric","63711",15
"158",158,6595,108.21,121.13,117.77,119.45,11.24,11.24,0.0941,8,-53.9541568867924,-53.9541568867924,1021.09255301887,6589,6597,"symmetric","65951",11
"162",162,6648,69.27,117.11,97.67,107.39,38.12,38.12,0.355,8,-173.512692169811,-173.512692169811,793.001017358491,6643,6651,"symmetric","66481",28
"187",187,8013,620.43,700.22,760.52,730.37,109.94,109.94,0.1505,8,-744.379233962263,-744.379233962263,5828.94483962264,8009,8017,"symmetric","80131",32
"216",216,8919,245.45,299.96,336.91,318.435,72.99,72.985,0.2292,8,-308.264467924528,-308.264467924528,2557.6488,8916,8924,"symmetric","89191",28
"217",217,8928,324.09,348.2,380.21,364.205,40.12,40.115,0.1102,8,-118.943583962264,-118.943583962264,3158.89357924528,8925,8933,"symmetric","89281",9
"265",265,10864,72.97,119.46,151.83,135.645,62.68,62.675,0.4621,8,-207.60210509434,-207.60210509434,1013.20933924528,10862,10870,"symmetric","108641",12
"267",267,10920,475.71,713.39,569.59,641.49,165.78,165.78,0.2584,8,-1076.76533207547,-1076.76533207547,4696.66295660377,10915,10923,"symmetric","109201",11
"272",272,11080,452.42,510.78,581.57,546.175,93.75,93.755,0.1716,8,-386.355345283019,-386.355345283019,4529.24473584906,11078,11086,"symmetric","110801",33
"278",278,11242,914.66,1151.73,1458.72,1305.225,390.56,390.565,0.2992,8,-1581.4250490566,-1581.4250490566,10165.5793188679,11238,11246,"symmetric","112421",17
"280",280,11265,579.91,1311.73,778.99,1045.36,465.45,465.45,0.4453,8,-1464.95284811321,-1464.95284811321,7943.25194150943,11261,11269,"symmetric","112651",15
"282",282,11298,407.74,566.98,565.37,566.175,158.43,158.435,0.2798,8,-525.095371698113,-525.095371698113,4570.46302075472,11293,11301,"symmetric","112981",12
"289",289,11453,377.96,1321.38,1126.69,1224.035,846.08,846.075,0.6912,8,-1845.83759433962,-1845.83759433962,9170.46959433962,11447,11455,"symmetric","114531",39
"310",310,12483,737.14,888.31,1058.28,973.295,236.15,236.155,0.2426,8,-1155.7921754717,-1155.7921754717,7603.83682641509,12478,12486,"symmetric","124831",17
"326",326,13015,632.16,687.51,650.19,668.85,36.69,36.69,0.0549,8,-242.072388679246,-242.072388679246,5777.59758113207,13011,13019,"symmetric","130151",102
"349",349,14144,591.09,1133.22,1172.26,1152.74,561.65,561.65,0.4872,8,-1826.18355566038,-1826.18355566038,8548.46845471698,14141,14149,"symmetric","141441",31
"358",358,14304,351.25,1959.52,485.68,1959.52,1608.27,1608.27,0.8207,8,-4137.95649056604,-4137.95649056604,6865.47337924528,14301,14309,"asymmetric","143041",21
"365",365,14420,416.79,1341.39,716.47,1028.93,612.14,612.14,0.5949,8,-3822.31460377359,-3822.31460377359,5438.0524245283,14418,14426,"symmetric","144201",24
"371",371,14551,340.22,481.24,449.09,465.165,124.94,124.945,0.2686,8,-562.085643396226,-562.085643396226,3624.41769622642,14548,14556,"symmetric","145511",16
"378",378,14672,173.16,360.27,228.54,294.405,121.24,121.245,0.4118,8,-557.720872641509,-557.720872641509,2091.90168679245,14667,14675,"symmetric","146721",25
"388",388,15187,557.72,1775.39,1741.94,1758.665,1200.94,1200.945,0.6829,8,-6412.02136981132,-6412.02136981132,9415.9601490566,15184,15192,"symmetric","151871",13
"390",390,15202,457,1776.97,1769.65,1773.31,1316.31,1316.31,0.7423,8,-6908.84578867925,-6908.84578867925,9050.95253207547,15199,15207,"symmetric","152021",15
"406",406,15503,1170.63,1298.34,1337.6,1317.97,147.34,147.34,0.1118,8,-439.784456603775,-439.784456603775,11421.9518264151,15499,15507,"symmetric","155031",36
"410",410,15614,374.66,927.25,857.98,892.615,517.95,517.955,0.5803,8,-3023.44672924528,-3023.44672924528,5010.06656037736,15610,15618,"symmetric","156141",23
"411",411,15624,302.77,857.98,489.38,673.68,370.91,370.91,0.5506,8,-590.220254716981,-590.220254716981,5472.89796226415,15618,15626,"symmetric","156241",10
"422",422,15985,266.78,287.67,313.02,300.345,33.57,33.565,0.1118,8,-171.646233962264,-171.646233962264,2531.4524490566,15981,15989,"symmetric","159851",37
"424",424,16020,361.96,410.83,442.39,426.61,64.65,64.65,0.1515,8,-259.603446226415,-259.603446226415,3579.85470566038,16017,16025,"symmetric","160201",26
"433",433,16180,742.99,815.48,1015.13,915.305,172.32,172.315,0.1883,8,-892.716240566037,-892.716240566037,7345.01333207547,16178,16186,"symmetric","161801",7
"438",438,16248,640.17,966.12,742.53,854.325,214.16,214.155,0.2507,8,-1183.25542075472,-1183.25542075472,6505.65399056604,16245,16253,"symmetric","162481",13
"447",447,16386,666.32,762.04,838.36,800.2,133.88,133.88,0.1673,8,-418.981321698114,-418.981321698114,6782.82748301887,16382,16390,"symmetric","163861",16
"476",476,17718,190.38,205,219.89,212.445,22.06,22.065,0.1038,8,-137.492269811321,-137.492269811321,1774.53336226415,17715,17723,"symmetric","177181",18
"480",480,18017,101.98,130.22,107.81,119.015,17.03,17.035,0.1431,8,-66.0646884905659,-66.0646884905659,1005.09181301887,18012,18020,"symmetric","180171",61
"490",490,18230,678.82,965.1,828.86,896.98,218.16,218.16,0.2432,8,-944.095117924529,-944.095117924529,7128.68880566038,18226,18234,"symmetric","182301",15
"507",507,19040,402.86,511.93,441.2,476.565,73.7,73.705,0.1546,8,-473.727489622641,-473.727489622641,3815.36166226415,19037,19045,"symmetric","190401",27
"510",510,19220,933.78,1071.92,1195.2,1133.56,199.78,199.78,0.1762,8,-853.210723584905,-853.210723584905,9348.84006792453,19218,19226,"symmetric","192201",82
"512",512,19242,824.01,1156.14,1137.86,1147,322.99,322.99,0.2816,8,-1593.68033207547,-1593.68033207547,8729.34525849057,19238,19246,"symmetric","192421",12
"527",527,19749,611.19,736.11,752.13,744.12,132.93,132.93,0.1786,8,-500.906224528302,-500.906224528302,6196.17790188679,19745,19753,"symmetric","197491",23
"563",563,24552,344.95,443.66,412.37,428.015,83.06,83.065,0.1941,8,-444.213594339622,-444.213594339622,3407.89347169811,24548,24556,"symmetric","245521",20
"578",578,25094,161.99,171.19,175.92,173.555,11.56,11.565,0.0666,8,-56.1896999999999,-56.1896999999999,1505.78510943396,25091,25099,"symmetric","250941",38
"585",585,25257,304.38,389.98,355.6,372.79,68.41,68.41,0.1835,8,-311.928571698114,-311.928571698114,3043.20299433962,25253,25261,"symmetric","252571",10
"592",592,25481,285.01,354.7,301.34,328.02,43.01,43.01,0.1311,8,-205.298397169811,-205.298397169811,2746.86359433962,25477,25485,"symmetric","254811",28
"628",628,27273,423.59,452.35,510.72,481.535,57.95,57.945,0.1203,8,-264.753399056604,-264.753399056604,4069.02926037736,27270,27278,"symmetric","272731",13
"649",649,28190,150.8,159.76,158.05,158.905,8.1,8.105,0.051,8,-40.8035547169811,-40.8035547169811,1389.34910377358,28187,28195,"symmetric","281901",6
"657",657,28357,391.77,419.05,404.38,411.715,19.95,19.945,0.0485,8,-98.6024886792452,-98.6024886792452,3606.83665471698,28354,28362,"symmetric","283571",9
"685",685,30400,230.11,315.05,263.05,289.05,58.94,58.94,0.2039,8,57.1903896226413,57.1903896226413,2658.62222830189,30394,30402,"symmetric","304001",14
"690",690,30507,524.76,594.72,597.3,596.01,71.25,71.25,0.1195,8,-223.114262264151,-223.114262264151,5140.97319056604,30503,30511,"symmetric","305071",11
"695",695,30571,208.54,314.85,534.29,424.57,216.03,216.03,0.5088,8,-1077.59889339623,-1077.59889339623,2743.54515849057,30569,30577,"symmetric","305711",6
"714",714,30815,230.31,289.57,428.69,359.13,128.82,128.82,0.3587,8,-740.999640566038,-740.999640566038,2491.16406792453,30812,30820,"symmetric","308151",29
"715",715,30832,218.67,265.38,228.09,246.735,28.07,28.065,0.1138,8,1.75805660377364,1.75805660377364,2222.38039245283,30827,30835,"symmetric","308321",17
"723",723,31021,78.55,108.09,90.73,99.41,20.86,20.86,0.2098,8,-107.653342075472,-107.653342075472,787.044521886792,31017,31025,"symmetric","310211",30
"734",734,31827,672.99,808.23,1190.35,999.29,326.3,326.3,0.3265,8,-972.318166981134,-972.318166981134,8021.27696603774,31823,31831,"symmetric","318271",13
"735",735,31834,1094.91,1190.35,1404.09,1297.22,202.31,202.31,0.156,8,-1300.36005849057,-1300.36005849057,10374.6192622642,31831,31839,"symmetric","318341",7
"740",740,31913,531.33,695.83,987.88,841.855,310.52,310.525,0.3689,8,-653.612340566038,-653.612340566038,6923.08295660377,31911,31919,"symmetric","319131",9
"758",758,32549,133.73,218.72,194.51,206.615,72.89,72.885,0.3528,8,-280.329911320755,-280.329911320755,1579.20542830189,32544,32552,"symmetric","325491",23
"774",774,32920,83.89,91.88,101.63,96.755,12.86,12.865,0.1329,8,-76.1201482075473,-76.1201482075473,794.638708301887,32917,32925,"symmetric","329201",37
"777",777,33102,14.99,22.53,21.97,22.25,7.26,7.26,0.3263,8,-39.1055026415094,-39.1055026415094,161.163818490566,33098,33106,"symmetric","331021",118
"790",790,34448,180.53,214.96,234.96,224.96,44.43,44.43,0.1975,8,-236.606009433962,-236.606009433962,1788.06005660377,34445,34453,"symmetric","344481",28
"793",793,34530,441.7,456.81,544.66,500.735,59.04,59.035,0.1179,8,-183.761847169811,-183.761847169811,4322.85578490566,34528,34536,"symmetric","345301",38
"818",818,35441,463.46,777.36,770.31,773.835,310.38,310.375,0.4011,8,-1422.83544622642,-1422.83544622642,5541.68706792453,35435,35443,"symmetric","354411",12
"822",822,35513,571.87,1005.36,671.46,838.41,266.54,266.54,0.3179,8,-610.252590566038,-610.252590566038,6935.43903962264,35509,35517,"symmetric","355131",7
"827",827,35617,818.51,926.21,922.33,924.27,105.76,105.76,0.1144,8,-583.106544339623,-583.106544339623,7735.33494339623,35615,35623,"symmetric","356171",13
"831",831,35711,923.47,1179.43,1809.37,1494.4,570.93,570.93,0.382,8,-2294.57791698113,-2294.57791698113,11155.0140509434,35707,35715,"symmetric","357111",12
"833",833,35737,1122.6,1246.73,1696.22,1471.475,348.88,348.875,0.2371,8,-1915.1878754717,-1915.1878754717,11328.1241433962,35733,35741,"symmetric","357371",18
"834",834,35770,980.94,1040.56,1203.62,1122.09,141.15,141.15,0.1258,8,-935.651394339622,-935.651394339622,9163.1299754717,35768,35776,"symmetric","357701",33
"901",901,41068,448.84,497.34,533.39,515.365,66.53,66.525,0.1291,8,-356.598543396226,-356.598543396226,4281.70537358491,41065,41073,"symmetric","410681",13
"930",930,42409,1198.49,1363.42,1689.7,1526.56,328.07,328.07,0.2149,8,-2571.68971698113,-2571.68971698113,11167.3568207547,42403,42411,"symmetric","424091",18
"933",933,42553,1200.72,1347.81,1637.58,1492.695,291.97,291.975,0.1956,8,-2399.56587169811,-2399.56587169811,11034.6807226415,42547,42555,"symmetric","425531",12
"945",945,43267,398.92,553.94,523.04,538.49,139.57,139.57,0.2592,8,-390.009285849056,-390.009285849056,4456.41519056604,43262,43270,"symmetric","432671",16
"947",947,43305,544.73,575.12,602.3,588.71,43.98,43.98,0.0747,8,2.21296415094366,2.21296415094366,5300.59795471698,43300,43308,"symmetric","433051",17
"954",954,43563,1511.52,1927.57,1769.72,1848.645,337.12,337.125,0.1824,8,-833.035567924529,-833.035567924529,15804.7770735849,43557,43565,"symmetric","435631",13
"964",964,44431,821.46,1068.08,1031.31,1049.695,228.23,228.235,0.2174,8,-2128.44816509434,-2128.44816509434,7318.78441132075,44426,44434,"symmetric","444311",91
"979",979,45957,812.57,1310.69,969.89,1140.29,327.72,327.72,0.2874,8,1422.75354622642,1422.75354622642,11685.3428207547,45951,45959,"symmetric","459571",22
"980",980,45978,594.02,781.92,1073.9,927.91,333.89,333.89,0.3598,8,-1443.35098018868,-1443.35098018868,6907.84492075472,45975,45983,"symmetric","459781",21
"989",989,46577,453.98,553.45,649.12,601.285,147.31,147.305,0.245,8,-669.25975754717,-669.25975754717,4742.28613018868,46573,46581,"symmetric","465771",44
"1003",1003,47001,455.74,1558.27,1350.25,1454.26,998.52,998.52,0.6866,8,-3786.19052264151,-3786.19052264151,9302.15397735849,46997,47005,"symmetric","470011",18
"1012",1012,47134,574.09,1264.64,763.32,1013.98,439.89,439.89,0.4338,8,-2694.67766320755,-2694.67766320755,6431.13010188679,47131,47139,"symmetric","471341",12
"1020",1020,47299,244.57,319.3,288.34,303.82,59.25,59.25,0.195,8,-298.181615094339,-298.181615094339,2436.2090490566,47297,47305,"symmetric","472991",14
"1026",1026,47984,881.51,1731.78,1395.39,1563.585,682.08,682.075,0.4362,8,-5575.58475283019,-5575.58475283019,8496.67591698113,47981,47989,"symmetric","479841",10
"1035",1035,48142,377.39,892,1203.37,1047.685,670.3,670.295,0.6398,8,-4099.78817830189,-4099.78817830189,5329.37528490566,48137,48145,"symmetric","481421",20
"1073",1073,49457,431.02,740.74,874.4,807.57,376.55,376.55,0.4663,8,151.674817924529,151.674817924529,7419.79587735849,49452,49460,"symmetric","494571",14
"1090",1090,50198,222.15,346.58,266.68,306.63,84.48,84.48,0.2755,8,-301.884113207547,-301.884113207547,2457.78940188679,50194,50202,"symmetric","501981",38
"1101",1101,50404,235.88,301.41,253.41,277.41,41.53,41.53,0.1497,8,80.0270575471695,80.0270575471695,2576.74576415094,50399,50407,"symmetric","504041",11
"1107",1107,50702,31.37,36.95,53.45,45.2,13.83,13.83,0.306,8,-71.5060638679245,-71.5060638679245,335.27979509434,50697,50705,"symmetric","507021",132
